age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
28,3,0.02824340720994207,11,10,0,0,1,4,0,0,0,40,37,0
53,3,-0.12481672282870025,8,9,2,0,5,4,0,0,0,40,37,1
49,4,0.12591986201590588,11,10,2,3,0,4,1,0,0,50,37,1
25,3,0.22926903827427342,11,10,4,9,3,4,1,0,0,40,37,0
31,3,1.4843069850304693,6,13,5,11,3,2,0,0,0,40,37,0
23,3,0.35555024842019206,11,10,4,6,1,4,1,0,0,40,37,0
27,3,0.38130715979213853,8,9,4,7,3,4,1,0,0,40,24,0
40,3,-1.7052782591388824,4,12,2,0,0,4,1,0,0,40,37,0
52,3,1.1000891974272782,6,13,2,7,0,4,1,0,0,40,4,0
46,3,-1.4824574351258422,8,9,2,7,5,4,0,0,0,40,37,0
59,3,-0.2386041658891629,8,9,2,11,0,4,1,0,0,48,37,0
53,3,1.9009075145279488,8,9,0,11,3,4,0,0,0,35,37,0
49,1,1.0049964720277735,8,9,2,10,0,4,1,0,0,40,37,1
33,3,0.24500107954915826,9,14,2,9,0,4,1,0,0,50,37,0
30,3,-1.451268950379428,3,5,4,11,1,4,1,0,0,40,37,0
43,0,2.642885700612189,7,16,4,9,1,4,0,0,0,50,37,1
57,3,0.7953469263667718,5,11,2,9,0,4,1,0,0,40,37,0
37,3,1.2173905124805253,11,10,0,2,4,4,0,0,0,40,37,0
34,1,0.5234122771473939,6,13,2,10,0,4,1,0,0,40,37,1
29,1,-0.7479089064903981,11,10,4,5,1,4,1,0,0,50,37,0
37,3,0.25225848837085696,11,10,2,11,0,4,1,0,0,48,37,1
48,3,-0.11047415381240012,4,12,0,3,4,4,0,0,0,40,8,0
32,0,0.7888244450206882,8,9,4,7,3,2,1,0,0,40,37,0
76,3,-0.6490841275037857,9,14,2,3,0,4,1,0,0,40,37,1
47,5,-0.36286432547714015,9,14,4,9,1,4,0,0,0,50,37,0
20,3,0.08709502146817914,11,10,4,12,3,4,0,0,0,40,37,0
29,3,-0.8874647441646137,8,9,4,2,1,4,1,0,0,40,37,0
30,3,0.16289590063278847,1,7,4,5,3,4,1,0,0,40,37,0
31,1,0.09817634981143744,8,9,4,0,1,4,0,0,0,40,37,0
42,3,-0.6433310233587366,8,9,2,5,0,4,1,0,0,40,37,0
38,3,-1.325068122926155,10,15,2,9,0,4,1,0,0,40,37,1
36,3,-0.8939872255106974,8,9,4,6,3,4,0,0,0,40,37,0
53,3,-0.9768617816281017,3,5,2,5,0,4,1,0,0,50,37,0
56,4,1.4052563484346245,11,10,2,11,0,4,1,0,0,50,37,0
49,1,0.1912595078948071,5,11,2,2,0,2,1,0,0,40,37,1
22,3,-0.896651337609802,8,9,4,2,1,4,1,0,0,41,37,0
21,3,0.2204728750505057,11,10,4,7,3,4,0,0,0,40,37,0
30,3,-1.1893476880153053,6,13,4,3,3,2,1,0,0,40,10,0
29,6,1.0021830777851848,6,13,2,9,0,4,1,0,0,50,37,1
19,3,1.3882152175938005,11,10,4,7,3,2,1,0,0,35,37,0
47,3,1.2299991119840463,6,13,2,3,5,4,0,0,0,40,37,1
31,3,-0.7553500471810005,4,12,2,0,0,4,1,0,0,40,37,1
35,3,-0.59035882890542,8,9,2,9,0,4,1,0,0,40,37,0
39,3,2.124669964369121,11,10,0,2,1,4,1,0,0,40,37,0
37,3,0.8438636229991722,6,13,2,11,0,4,1,0,0,50,37,0
46,3,-0.39640687479388365,4,12,0,12,1,2,0,0,0,36,37,0
38,0,-0.6290803202768884,9,14,2,9,0,4,1,0,0,40,18,1
27,3,-0.20197262452647485,5,11,2,0,5,4,0,0,0,35,37,0
49,3,-1.1338836300899815,11,10,2,2,0,1,1,0,0,40,37,1
61,4,-1.3102547409957888,8,9,2,2,0,4,1,0,0,40,37,0
27,3,0.5978925835042574,11,10,4,11,3,4,0,0,0,40,37,0
70,3,-0.8651413220928064,11,10,4,12,2,4,1,0,0,40,37,0
43,3,-0.06951343028866713,11,10,0,9,1,4,0,0,0,40,37,0
47,1,0.06078691448952136,11,10,0,0,4,4,0,0,0,38,24,0
34,3,0.20058390024167316,8,9,4,0,1,4,0,0,0,40,37,0
33,3,-0.20339654651047903,6,13,4,3,2,1,0,0,0,40,28,0
21,3,1.3256545162320685,8,9,4,2,3,4,1,0,0,35,37,0
52,3,0.8289468918925478,8,9,0,9,1,4,1,0,0,45,37,1
48,3,0.08037732501138525,8,9,2,2,0,4,1,0,0,46,37,0
23,3,0.3884382529539659,6,13,4,5,1,4,1,0,0,40,37,0
42,3,0.5482160794494021,6,13,5,7,2,2,1,0,0,50,37,0
25,3,0.8272129223797685,8,9,4,7,4,4,0,0,0,40,37,0
44,4,-1.175211817351522,9,14,0,3,4,1,0,0,0,40,37,0
28,3,-1.0598626534053772,8,9,4,3,1,1,0,0,0,40,8,0
45,5,0.23385085175506104,9,14,2,11,0,4,1,0,0,40,37,1
36,3,0.3036345122130721,11,10,0,7,4,4,0,0,0,40,24,0
39,0,0.6289317861071871,4,12,4,3,1,4,1,0,0,42,37,0
46,6,-0.8966972705770279,9,14,6,10,4,4,1,0,0,40,37,0
28,6,-0.061900040970967386,8,9,2,10,0,4,1,0,0,40,37,0
28,6,-0.3570308386394456,6,13,2,9,0,4,1,0,0,40,37,1
21,3,1.5185500120974085,8,9,4,2,3,2,1,0,0,40,37,0
44,1,0.00721759146226752,11,10,2,3,0,2,1,0,0,38,37,1
43,3,-0.7594495645059158,11,10,0,0,1,4,0,0,0,40,37,0
37,0,-1.741565303247376,11,10,2,0,0,4,1,0,0,42,37,1
34,3,1.4160505957327207,8,9,2,0,0,2,1,0,0,40,37,0
41,5,-0.43161449417256753,6,13,0,3,1,4,0,0,0,40,37,0
53,3,-0.5237560264278054,6,13,0,9,1,4,0,0,0,50,37,0
31,3,-0.9277020234545381,9,14,2,9,5,4,0,0,0,50,37,0
24,3,-0.24285296535756246,11,10,2,6,0,4,1,0,0,40,37,0
47,3,-0.6864276298584759,11,10,2,12,0,4,1,0,0,45,37,0
36,3,-0.934063739415331,11,10,0,2,1,4,1,0,0,40,37,0
24,5,-1.6971596071816974,8,9,4,11,1,4,1,0,0,40,37,0
19,3,-0.11554974669086662,8,9,4,9,3,4,1,0,0,40,20,0
51,3,0.9026693042901833,6,13,2,3,0,4,1,0,0,50,37,1
37,6,-1.5215808399605375,8,9,0,0,4,4,0,0,0,35,37,0
18,3,-0.4656623061287964,1,7,4,11,3,4,0,0,0,40,37,0
44,1,-0.2270520246318387,8,9,2,13,0,2,1,0,0,40,37,0
37,3,0.31742588562266094,8,9,2,2,0,4,1,0,0,40,37,1
35,3,-0.3091916532736279,11,10,4,11,1,0,0,0,0,40,37,0
60,3,-1.0897650150694649,8,9,2,2,0,1,1,0,0,40,37,0
50,3,1.5227413953567754,4,12,0,11,1,4,0,0,0,40,37,0
38,3,0.0217438923474714,6,13,2,11,0,4,1,0,0,50,29,0
25,3,0.8530731829279734,0,6,4,2,1,4,1,0,0,40,37,0
31,3,0.19687481313817842,11,10,2,5,0,4,1,0,0,40,37,0
18,3,0.7188226029683539,8,9,4,11,3,4,0,0,0,40,37,0
65,3,-0.04500819227362754,8,9,0,0,1,4,0,0,0,40,37,0
41,3,-0.5776928131928668,8,9,0,11,4,2,0,0,0,38,37,0
25,3,-0.24095823045949238,11,10,4,0,1,4,1,0,0,42,37,0
33,3,-0.8008122014928758,11,10,0,2,2,3,0,0,0,40,37,0
59,6,1.0103476627095958,8,9,2,7,0,4,1,0,0,40,37,0
40,6,-0.11701960164209674,11,10,4,0,1,4,0,0,0,38,37,0
41,3,-0.00663119815635373,6,13,2,3,0,4,1,0,0,50,18,1
23,3,-0.7493672781998217,8,9,4,13,3,4,1,0,0,40,37,0
40,3,1.9197055813651651,6,13,2,9,0,4,1,0,0,40,37,1
24,6,1.0701179363123516,4,12,2,10,0,4,1,0,0,50,37,0
56,3,0.26255895627127424,8,9,2,0,0,4,1,0,0,35,37,0
58,3,0.6416896677541923,8,9,2,0,0,4,1,0,0,45,37,1
32,3,0.036752489388547666,8,9,4,7,1,4,0,0,0,34,37,0
45,3,-0.3166442772060369,8,9,2,0,0,4,1,0,0,40,37,0
41,3,-0.7803146148682996,10,15,2,9,5,4,0,0,0,40,37,1
42,3,2.4122333056871255,6,13,2,0,5,2,0,0,0,40,37,0
19,1,-1.7607652835478194,11,10,4,0,3,4,1,0,0,40,37,0
42,5,1.4047281193115262,8,9,2,4,0,1,1,0,0,40,0,1
20,3,-0.7225998415489046,8,9,4,7,3,4,0,0,0,40,37,0
45,3,0.07981464616286747,5,11,6,3,1,4,0,0,0,45,37,0
36,3,-0.35223084356433476,6,13,0,9,3,4,0,0,0,40,37,0
26,3,2.2691635960201255,1,7,2,2,0,4,1,0,0,40,37,0
64,3,-1.83205324868248,8,9,2,3,0,4,1,0,0,40,37,1
33,3,0.054712279573890646,6,13,4,9,1,4,0,0,0,45,37,0
33,3,0.4764343349170626,8,9,2,2,5,4,0,0,0,40,37,1
61,3,-1.2728997553992922,8,9,2,3,0,4,1,0,0,40,37,1
27,1,0.3260498002193314,9,14,4,9,3,4,1,0,0,35,37,0
30,3,-1.2670433020779848,8,9,0,9,3,4,0,0,0,40,37,0
35,3,0.10861461661353256,11,10,4,3,1,4,0,0,0,40,37,0
25,3,0.1501035692603639,11,10,4,12,3,4,0,0,0,40,37,0
34,3,-0.06088951569199669,4,12,0,11,4,2,0,0,0,45,37,0
60,3,-0.0775746660368198,6,13,0,9,1,4,0,0,0,42,37,0
21,3,0.28758094016760566,8,9,4,5,3,4,1,0,0,40,37,0
50,3,-0.04715555849144029,11,10,0,7,1,4,1,0,0,45,37,0
25,3,2.196417259176041,6,13,4,3,1,4,0,0,0,40,37,0
36,3,0.22549105171993974,6,13,2,9,0,4,1,0,0,45,37,0
31,3,-0.6099951723945098,8,9,0,9,1,4,0,0,0,40,37,0
21,3,0.5881203447269384,11,10,4,11,3,4,1,0,0,45,37,0
27,3,0.7772608205215575,6,13,4,12,4,2,0,0,0,40,37,0
24,3,1.118634632944752,8,9,4,2,3,4,1,0,0,40,37,0
31,3,0.42194635254528995,8,9,2,13,0,4,1,0,0,45,37,1
24,3,1.4076218962467606,11,10,2,0,5,1,0,0,0,40,23,0
43,3,-0.08491245755116389,8,9,0,0,1,4,0,0,0,40,37,0
26,3,0.15191792146578856,4,12,4,12,1,4,1,0,0,45,37,0
46,3,-1.1211487149265893,4,12,4,9,1,4,0,0,0,33,37,0
35,3,0.15042510003094547,4,12,2,0,0,4,1,0,0,40,37,1
26,3,-1.3941742721175832,6,13,4,11,1,4,1,0,0,40,37,0
36,5,0.2858354874130199,6,13,0,9,1,2,0,0,0,40,37,1
24,3,0.12905478702907636,11,10,4,6,1,4,1,0,0,40,37,0
77,5,-0.48231300674820005,11,10,2,11,0,4,1,0,0,40,37,0
39,5,-0.07357849788816292,8,9,2,3,0,4,1,0,0,40,37,0
35,3,0.06194672191197637,8,9,0,13,1,4,1,0,0,45,37,0
29,3,0.22582406573232783,1,7,4,3,1,4,0,0,0,40,37,0
63,5,-1.1751084681752635,8,9,2,4,0,4,1,0,0,45,37,0
58,5,1.612884843537685,8,9,2,5,0,4,1,0,0,40,37,0
41,3,0.2968364330636328,11,10,4,2,1,2,1,0,0,45,37,0
26,3,0.5035118190967549,6,13,4,0,1,4,1,0,0,40,37,0
47,3,-0.02330486525937036,5,11,4,7,1,4,1,0,0,40,37,0
55,1,-0.9435833468729073,0,6,2,0,0,4,1,0,0,40,37,0
53,3,0.7107039510111688,8,9,2,13,0,4,1,0,0,40,37,0
30,3,-0.9930761190588588,8,9,4,2,2,4,1,0,0,40,37,0
45,3,0.9241314832265043,8,9,2,7,0,2,1,0,0,40,37,0
26,3,-0.9850263665525126,4,12,4,11,1,4,1,0,0,40,37,0
22,6,1.2935703386247488,11,10,4,10,3,2,0,0,0,40,37,0
43,5,0.7025393660867578,6,13,4,11,1,4,1,0,0,42,37,0
30,3,-0.3298729717671079,5,11,0,9,4,4,0,0,0,40,37,0
33,3,-0.7206017574745761,6,13,2,3,0,4,1,0,0,40,37,1
26,3,0.13259162550547382,8,9,2,7,0,4,1,0,0,40,37,0
33,3,-0.796391153397379,6,13,2,3,0,4,1,0,0,40,37,1
59,3,2.196796206155655,6,13,2,9,0,4,1,0,0,40,37,1
38,0,-0.979330678616496,8,9,2,0,0,4,1,0,0,40,37,1
65,3,-0.22180418312627492,1,7,6,7,4,3,1,0,0,40,37,0
40,3,-0.9713268590773757,5,11,2,12,0,4,1,0,0,40,37,1
42,3,-0.7896619736987786,8,9,2,0,5,4,0,0,0,35,37,0
26,5,-0.7302247141084107,3,5,2,2,0,4,1,0,0,40,30,0
62,3,1.0263323353042233,9,14,2,9,0,4,1,0,0,40,37,1
43,3,-0.0012225912654991622,6,13,2,13,0,4,1,0,0,45,37,0
28,3,-1.0157325551430543,8,9,2,2,0,4,1,0,0,40,37,0
56,5,0.027163982480132454,11,10,2,11,0,4,1,0,0,45,37,0
57,3,0.3643923446111857,6,13,0,3,1,4,0,0,0,45,37,1
40,6,0.037923780052809164,5,11,2,6,0,4,1,0,0,38,37,1
45,3,0.8719631156996417,8,9,2,6,0,2,1,0,0,40,37,0
44,3,-0.23417163455185958,8,9,4,2,1,2,1,0,0,40,37,0
33,3,0.9954653813283908,8,9,2,2,5,4,0,0,0,40,37,0
23,3,-1.6660170554025093,11,10,4,11,1,4,1,0,0,40,37,0
38,3,-0.08943685482291909,8,9,2,11,0,4,1,0,0,50,37,0
54,3,-0.07345218222829158,8,9,0,13,1,4,1,0,0,40,37,0
25,3,1.8864156633681644,11,10,2,2,0,4,1,0,0,40,37,0
46,3,-0.8269825095698558,11,10,0,11,1,4,0,0,0,40,37,0
36,1,-0.728077347890598,11,10,2,13,5,4,0,0,0,40,37,0
29,3,-0.5346995558693859,8,9,5,6,1,4,1,0,0,40,37,0
19,3,0.5934141191997282,8,9,4,7,2,4,0,0,0,40,37,0
35,3,0.4522391444307981,8,9,2,7,5,4,0,0,0,40,37,1
27,3,1.3847243120846289,6,13,4,2,1,4,1,0,0,50,37,0
46,5,1.1165217164523586,4,12,5,2,1,4,1,0,0,40,37,0
34,3,0.1773992350343794,8,9,4,7,1,4,0,0,0,35,37,0
44,3,-0.7481730210519473,11,10,2,12,0,4,1,0,0,40,37,0
45,3,-0.9616120365090892,11,10,0,5,4,4,0,0,0,40,37,0
20,3,-0.4985503106625702,8,9,4,9,2,4,0,0,0,35,37,0
52,4,-0.5573674751953879,6,13,2,3,0,4,1,0,0,50,37,1
20,3,2.703011954710946,11,10,4,5,3,4,1,0,0,40,37,0
28,3,-0.8284179147956664,11,10,4,7,1,4,0,0,0,40,37,0
50,6,1.236027813932451,6,13,2,10,0,4,1,0,0,40,37,1
28,3,-0.8103777419176781,8,9,2,0,0,4,1,0,0,40,37,0
32,3,2.112245096734504,11,10,2,3,0,4,1,0,0,50,37,0
24,3,0.7031824276279209,8,9,4,5,4,2,0,0,0,40,37,0
33,3,-0.7144352566244935,11,10,0,3,4,4,0,0,0,40,37,0
35,3,-1.0136885381015,2,8,0,2,1,4,1,0,0,50,37,1
34,1,0.7251843189291468,1,7,5,6,1,2,1,0,0,40,37,0
34,6,0.6840283802947035,8,9,0,13,4,4,0,0,0,40,37,0
32,6,-1.018706714770934,6,13,2,3,5,4,0,0,0,40,37,1
29,3,0.08825482889063416,8,9,0,4,1,4,1,0,0,40,37,0
33,3,0.5490428728594691,0,6,4,2,4,4,0,0,0,35,37,0
63,4,0.4773989272288074,8,9,2,3,0,4,1,0,0,40,37,1
47,1,1.2260029438353894,9,14,2,9,0,4,1,0,0,40,37,0
17,3,0.2503982031982063,1,7,4,9,3,4,1,0,0,40,37,0
33,3,0.31796559798756574,9,14,2,9,0,4,1,0,0,50,37,1
34,1,-0.7314534209817047,11,10,4,10,1,4,0,0,0,40,37,0
23,3,-1.1418300334200693,11,10,2,0,0,4,1,0,0,40,37,0
42,1,1.8308023232993562,11,10,2,0,5,4,0,0,0,40,37,0
29,3,2.098097742828914,6,13,4,9,1,4,1,0,0,40,37,0
24,0,0.11893805099756283,8,9,4,1,3,4,1,0,0,40,37,0
44,3,-0.735885952319008,11,10,2,9,0,4,1,0,0,40,37,1
27,3,2.5853316926780847,3,5,4,2,2,4,1,0,0,40,24,0
20,3,1.3494133435296867,11,10,4,11,1,4,1,0,0,35,37,0
44,3,1.260923482168911,8,9,6,3,4,2,0,0,0,40,37,0
51,3,-1.4216307032768896,8,9,2,2,0,0,1,0,0,40,37,0
20,3,-0.3924681228542592,8,9,2,6,0,4,1,0,0,40,37,0
19,3,0.29493021492375626,8,9,4,6,3,2,0,0,0,40,37,0
60,3,0.7389067928878967,8,9,2,2,0,4,1,0,0,40,37,1
42,3,0.193693955157782,4,12,2,3,0,2,1,0,0,40,37,1
44,5,0.622041841023296,8,9,2,11,5,4,0,0,0,40,37,1
40,3,-1.2382203651437067,5,11,2,6,0,1,1,0,0,40,37,1
30,3,-0.0039211530900232034,8,9,2,3,5,4,0,0,0,40,37,0
38,3,1.9588519526834736,11,10,2,13,0,2,1,0,0,50,37,0
32,3,-0.7460715878013605,11,10,2,9,0,4,1,0,0,40,37,0
44,3,-0.735885952319008,4,12,4,4,3,4,1,0,0,40,37,0
54,1,1.241447904065112,8,9,2,13,0,2,1,0,0,40,37,0
32,3,-0.5525100639112446,6,13,2,9,0,4,1,0,0,50,37,0
52,3,-1.6664189688657363,8,9,0,13,4,4,1,0,0,40,37,0
38,3,-1.68496440438321,11,10,2,13,0,4,1,0,0,40,37,0
60,3,0.2440135207538005,11,10,4,9,4,4,1,0,0,40,37,1
22,3,-0.46888909707641874,11,10,4,9,3,4,1,0,0,40,37,0
35,3,1.1977541689914355,8,9,4,2,1,4,1,0,0,40,37,0
46,3,1.1308757687104654,6,13,4,2,1,4,0,0,0,40,37,0
27,3,-0.22461757736886384,0,6,4,7,1,4,1,0,0,40,37,0
23,3,0.19738007577766378,8,9,4,7,4,4,0,0,0,35,37,0
33,3,-0.791993071785495,4,12,2,2,0,4,1,0,0,45,30,0
41,3,0.14825476732951975,8,9,3,2,4,4,0,0,0,40,37,0
59,1,1.2201120407886623,8,9,2,13,0,4,1,0,0,45,37,0
45,1,-0.187044410178044,6,13,0,9,4,4,0,0,0,40,37,0
40,3,1.9202108440046506,8,9,4,7,1,4,0,0,0,35,37,0
46,0,2.189366548706859,8,9,0,0,1,4,1,0,0,40,37,0
41,3,1.8649420011900368,8,9,0,0,4,4,0,0,0,36,37,0
20,3,0.9420108907192019,11,10,4,6,3,4,1,0,0,40,37,0
26,3,-1.336907345228641,11,10,4,9,1,4,0,0,0,35,37,0
23,1,1.6563948467424576,8,9,4,4,1,4,1,0,0,40,29,0
62,1,-0.7654208502452882,8,9,2,13,0,4,1,0,0,40,37,0
52,3,-1.5133818053107069,11,10,2,0,0,4,1,0,0,40,37,0
58,3,0.003037691444706877,11,10,0,7,4,4,0,0,0,42,9,0
25,3,0.003887451338386788,6,13,4,11,1,4,0,0,0,40,37,0
24,3,2.381366351711293,6,13,4,3,1,2,1,0,0,40,37,0
43,3,-0.7875720236899982,11,10,2,3,0,4,1,0,0,40,37,0
39,3,-1.0187870974635793,8,9,0,7,4,4,0,0,0,40,37,0
32,3,-1.64951563692659,5,11,4,2,1,4,1,0,0,45,37,0
34,3,1.8013937410329472,11,10,2,9,0,4,1,0,0,50,37,1
28,3,0.09910649239776274,8,9,0,2,1,4,1,0,0,45,37,0
57,3,0.4765606505769339,5,11,6,9,4,4,0,0,0,38,37,0
21,3,0.2699771304782637,11,10,4,9,4,4,0,0,0,35,37,0
34,3,-0.8336772395430366,6,13,2,9,0,4,1,0,0,50,37,1
24,1,0.7765947924967814,11,10,0,5,1,2,1,0,0,50,37,0
37,1,0.061085478776489975,11,10,2,12,0,4,1,0,0,45,37,1
28,3,-1.0897994647948843,11,10,2,11,5,4,0,0,0,40,37,0
42,3,0.4645721461309633,6,13,2,3,0,4,1,0,0,40,37,1
38,5,0.11106054711831392,8,9,2,2,0,4,1,0,0,50,37,0
44,5,0.25236183754711533,9,14,2,9,0,4,1,0,0,40,37,0
44,3,-0.8196332348137052,1,7,0,6,4,3,0,0,0,46,31,0
26,3,-0.8274533224839217,8,9,4,6,1,4,1,0,0,40,37,0
36,3,0.1893188400295111,8,9,2,7,0,2,1,0,0,40,37,0
41,3,-0.9069058725429933,4,12,2,3,5,4,0,0,0,50,37,1
39,1,0.31162684851038586,2,8,2,12,0,4,1,0,0,50,37,0
29,3,-0.8999470280082632,5,11,5,2,1,4,1,0,0,40,37,0
31,4,-1.5987252584165055,6,13,4,4,1,4,0,0,0,45,37,0
34,3,0.10692658006797921,8,9,4,9,4,2,0,0,0,40,37,0
44,3,0.3423100706173145,11,10,2,13,0,4,1,0,0,40,37,0
29,3,-0.5371684528577803,7,16,4,9,3,4,1,0,0,40,37,0
30,3,0.6566982647952686,11,10,4,5,4,4,0,0,0,40,37,0
27,3,-0.19353244179870818,8,9,4,13,1,4,1,0,0,40,37,0
27,3,0.24294557926579738,11,10,2,11,0,4,1,0,0,50,37,0
32,3,-1.1085515986648748,8,9,4,5,1,4,0,0,0,45,37,0
35,1,0.604150950288792,11,10,2,10,0,4,1,0,0,40,37,0
21,3,0.9048166705079961,8,9,4,5,3,4,1,0,0,36,37,0
28,3,0.0472596556414817,11,10,4,2,4,4,1,0,0,40,37,0
46,5,0.7465086989637899,11,10,0,3,1,4,1,0,0,50,37,0
36,5,-1.764543270102153,8,9,5,7,4,4,0,0,0,40,37,0
72,3,0.2828039115761078,1,7,6,0,4,4,0,0,0,40,37,0
35,3,0.5582294663046573,8,9,2,6,5,2,0,0,0,40,37,0
33,0,1.5943853409874371,5,11,0,2,4,2,0,0,0,40,37,1
69,3,-0.5109751782971873,1,7,4,6,1,4,0,0,0,40,37,0
35,3,-1.4484900058622587,8,9,2,6,0,4,1,0,0,40,37,0
30,3,-0.32454474756889873,1,7,2,7,0,4,1,0,0,40,24,0
54,3,0.37027176441610615,6,13,2,11,0,4,1,0,0,35,37,1
47,3,0.9569735547930521,11,10,2,9,0,4,1,0,0,50,37,1
24,3,-1.124341056148792,8,9,4,5,4,2,0,0,0,40,37,0
20,3,-1.7612820294291112,8,9,4,5,3,0,1,0,0,48,37,0
29,5,-0.8044294226619186,8,9,5,2,1,4,1,0,0,35,37,0
47,3,-1.070530585043602,9,14,0,3,4,4,1,0,0,42,37,0
24,3,1.9938988066768666,8,9,4,2,3,4,1,0,0,40,37,0
51,3,-0.978905798669656,8,9,2,9,0,4,1,0,0,40,37,0
29,3,1.9457955067494999,6,13,2,3,5,4,1,0,0,40,37,1
36,5,-1.7451940076582253,4,12,0,11,4,4,0,0,0,35,37,0
58,1,1.1818498790894534,6,13,4,9,1,4,0,0,0,40,37,0
26,5,-1.0802224411282757,11,10,2,2,0,4,1,0,0,45,37,0
57,3,-1.272704540288582,8,9,2,11,0,4,1,0,0,40,37,1
59,3,0.21815326020559567,8,9,2,2,0,4,1,0,0,40,37,0
27,3,0.010834812631310383,8,9,2,6,0,4,1,0,0,40,37,0
31,5,1.839885567568286,6,13,4,12,1,4,1,0,0,40,37,0
18,3,-0.2750404921411407,1,7,4,7,3,4,1,0,0,40,37,0
42,3,-0.49751681889998656,8,9,2,9,0,4,1,0,0,40,37,0
55,3,-0.8678743336427498,8,9,2,9,5,1,0,0,0,40,37,0
23,3,-0.7225998415489046,6,13,4,0,3,4,0,0,0,40,37,0
27,3,0.9925141881841242,8,9,4,11,3,4,1,0,0,40,37,0
49,3,-0.5082536499890503,6,13,4,9,1,4,0,0,0,45,37,0
32,3,0.6787575723055268,6,13,4,12,1,4,1,0,0,40,37,0
42,1,-0.05789238958050403,3,5,2,7,0,4,1,0,0,40,37,0
35,5,0.1571887294549653,4,12,4,4,1,4,1,0,0,40,37,0
48,3,-1.5514257854155926,8,9,4,0,4,2,0,0,0,37,37,0
51,3,2.6342388195319053,9,14,2,2,0,4,1,0,0,40,37,1
29,3,0.020733367068500697,8,9,4,2,1,0,1,0,0,40,37,0
36,1,1.8264846243801176,8,9,5,3,1,2,1,0,0,40,37,0
24,3,0.7676378638877228,8,9,4,2,1,4,1,0,0,40,37,0
24,3,0.7945660659239309,8,9,2,5,0,4,1,0,0,50,37,0
30,3,2.162426863428845,8,9,2,13,0,2,1,0,0,45,37,0
47,3,0.7018159218529493,3,5,3,5,4,4,1,0,0,40,7,0
34,3,-0.31121270383156935,8,9,2,11,0,4,1,0,0,45,37,1
33,3,0.28425080004372494,11,10,2,3,0,4,1,0,0,40,37,1
